0.9458519585025121,0.8722903184365342,0.8037765088443071,0.6437047309651642,0.4564487514887754,0.27074239060208943
0.9448664987325462,0.8682019616480064,0.8376067170761644,0.6803450734093682,0.5336453066332658,0.32839155336956566,0.1948139128242121
0.9387905730130656,0.8967220728315375,0.8100162463946371,0.7134534986018889,0.5564192394599641,0.2908169898481551,0.15718752462335014
0.9432951766725222,0.862389297121574,0.7927346171732352,0.6548655844552301,0.5505360001644881,0.32480094846380125,0.22527053475760084
0.9467278254639815,0.8969135237542832,0.8196576578922976,0.672336831542065,0.5417589997590261,0.3086202241159076,0.19799242584325402
0.9559955605106438,0.9134867330369966,0.8278085460987428,0.6914176174524281,0.503029864222605,0.3632265725452977,0.2198418232468596
0.9460853537958684,0.8757212768563956,0.8093077777137466,0.7044584820534542,0.49014747210002924,0.31481364669118195,0.23910377296458155
0.9448554361677963,0.8698981331854003,0.8035884681486176,0.6911655975810896,0.49101490662721586,0.3759214914891983,0.2157476158644758,0.14778978924774663
0.9528905811991144,0.9016554162374676,0.8600999783850716,0.7701110928900385,0.5558718250991264,0.4456657287666671,0.2375216515749767
0.9415686649031594,0.8591570007313268,0.815048147499291,0.7164905321740318,0.5192187889984036,0.2411828836487576,0.19137889209485118
0.9325769913270504,0.8475713744443409,0.7503733790607129,0.6719662846348018,0.5184469280335958,0.30601605407115595,0.2298253035372958
0.9493518162438122,0.9093909686600198,0.8679184162120944,0.7244856039959214,0.5622205657046264,0.24071539687783278
0.9522057958319041,0.8726493485222906,0.8265529541383888,0.7007328447894804,0.5475802611904227,0.3817536676734186,0.19345037414905492
0.9453652456518042,0.9092969279353127,0.8034145214927321,0.7283865834919118,0.4606338492991635,0.37843186911324644,0.1218383232247555
0.9358333861592887,0.8884929638322958,0.8384841098442409,0.7069254470350156,0.5402368976108822,0.3051688038406901,0.17771130790212233
0.9534970758165412,0.88920428564035,0.8054368589847146,0.7220087279283728,0.45639625638308456,0.29413565813024467,0.14976041827717268
