0.169705466453095
0.12460730158333576
0.16823611922183918
0.24610732737133617
0.2718756719691814,0.13152999184681294
0.11449164834315972
0.2298940517362896
0.27097308193528424

0.12445450088654264
0.22910433718291692

0.28123998171430364
0.16729876142300731
0.2049248588394907
0.2717339100297196,0.1533659418648338
0.2184242083681007
0.23783446776349848
0.3018079191902317
0.25609605824192
0.2289554690012853
0.09348693070972387
0.2700059651586647,0.173688790181858
0.19439793423060225,0.13787275726483814,0.21412533260279853
0.2721650689100136,0.19642884413574463

0.3672949039397046,0.23014416702586163
0.3260747199466637,0.21853036242207505
0.14968066702298144
0.22105038300479316
0.08166093128563917
0.18936923352831309,0.17908256727284502
0.1415543509582592
0.2468818554825776,0.14557864298763964
0.3396792280200243,0.18285704864185295
0.18661780567661082

0.34472922533202094
0.1024601023298367,0.11348752648945616
0.17045275237823607
0.2055291845595626,0.25745804585799037
0.20894205137090974
0.19915328302516727,0.11039962327695933
0.3135481110107584,0.16181093689905648
0.18271213189391294,0.13037095755139072
0.0627731947318679
0.17743445343920647

0.14581696083001683,0.10518540794317119
0.23288513071076372
