0.26034337452985207,0.2463125388290276
0.13720828997899237
0.27662015364591563
0.27949896845315864
0.31151643161873915
0.22460802405176405
0.32915903849526834,0.14112481355251924
0.2670770690492821
0.20175286439412565
0.29930327666759327
0.3757816534807767
0.22348626904900543
0.2735640117945187
0.36542911622529844
0.251276538315553,0.3047551482094921,0.2046961787840428
0.2780776945940327
0.3183025289912063
0.1961328439302142
0.2945887046410316
0.32324880192287525
0.33240239357555984
0.24780336174350004
0.39981596672002645,0.30329707352524
0.21983523320496048,0.08660841260103691
0.20244016605106446

0.4188115850379962,0.33979713175417364
0.3104394873599769,0.1862922025090866
0.1915398787474157
0.31538509739735326
0.2106927009191918
0.22778648884339373,0.16166210105328624
0.18712997869930914
0.2534151596398237,0.1993337539720727
0.25417281562121696
0.2760885407235562
0.24860423655164085
0.3905805238031715

0.2235936003584943
0.32197863497172063
0.2562142675933961
0.28632353362139024,0.08449961451601559
0.3976084472676429,0.2485796405442936
0.3296560778030376
0.186533605743819
0.2622629419465019
0.23304796859427568
0.2455653816947985
0.35667411047626435,0.11502510787798773
